Date,SalesRep,Product,Units,Price,Total Sales,City,State,Region,Day
12/17/2013,Bernadette  Page,Nestle Fab,3,272,816,Delhi,,,Tuesday
12/17/2013,Lance  Yates,Nestle Fab,2,266,532,Srinagar,,,Tuesday
12/17/2013,Salvador  Bass,Nestle Smarties Pop-Up,1,139,139,Goa,,,Tuesday
12/17/2013,Cassandra  Franklin,Nestle Aero Mint Potz,3,454,1362,Delhi,,,Tuesday
12/17/2013,Brooke  Horton,Nestle Milky Bar Stick,2,465,930,Nainital,,,Tuesday
12/17/2013,Cecilia  Manning,Nestle Milky Bar Stick,3,298,894,Trivandrum,,,Tuesday
12/17/2013,Eric  Rose,Nestle Kit Kat Cone,1,209,209,Mumbai,,,Tuesday
12/17/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,2,478,956,Delhi,,,Tuesday
12/17/2013,Patty  Thompson,Nestle Nobbly Bobbly,3,164,492,Mumbai,,,Tuesday
12/17/2013,Robert  Munoz,Nestle Milky Bar Stick,2,432,864,Delhi,,,Tuesday
12/17/2013,Isabel  Cross,Nestle Milky Bar Stick,2,288,576,Ranchi,,,Tuesday
12/17/2013,Brooke  Horton,Nestle Kit Kat Cone,3,387,1161,Nainital,,,Tuesday
12/17/2013,Lance  Yates,Nestle Smarties Pop-Up,2,355,710,Srinagar,,,Tuesday
12/17/2013,Christy  Olson,Nestle Smarties Pop-Up,3,482,1446,Surat,,,Tuesday
12/17/2013,Christy  Olson,Nestle Milky Bar Stick,2,418,836,Surat,,,Tuesday
12/17/2013,Woodrow  Colon,Nestle Aero Mint Potz,3,299,897,Cochin,,,Tuesday
12/17/2013,Edwin  Malone,Nestle Kit Kat Cone,1,362,362,Kolkata,,,Tuesday
12/17/2013,Lynette  Brewer,Nestle Milky Bar Stick,2,459,918,Varanasi,,,Tuesday
12/17/2013,Carla  Mccormick,Nestle Toffee Crumble,3,183,549,Varanasi,,,Tuesday
12/17/2013,Mable  Lindsey,Nestle Smarties Pop-Up,2,188,376,Ahmedabad,,,Tuesday
12/17/2013,Shari  Silva,Nestle Milky Bar Stick,3,339,1017,Mysore,,,Tuesday
12/17/2013,Kyle  Carr,Nestle Nobbly Bobbly,4,200,800,Delhi,,,Tuesday
12/17/2013,Jenny  Garcia,Nestle Kit Kat Cone,3,407,1221,Shimla,,,Tuesday
12/17/2013,Rachel  Gomez,Nestle Rolo Potz,2,498,996,Delhi,,,Tuesday
12/17/2013,Elaine  Ellis,Nestle Smarties Pop-Up,2,291,582,Hyderabad,,,Tuesday
12/18/2013,Della  Jensen,Nestle Rolo Potz,2,213,426,Patna,,,Wednesday
12/18/2013,Lula  Daniels,Nestle Toffee Crumble,3,195,585,Nainital,,,Wednesday
12/18/2013,Kyle  Carr,Nestle Milky Bar Stick,1,404,404,Delhi,,,Wednesday
12/18/2013,Salvador  Bass,Nestle Maxibon Cookie,17,155,2635,Goa,,,Wednesday
12/18/2013,Drew  Rogers,Nestle Rolo Potz,4,400,1600,Delhi,,,Wednesday
12/18/2013,Woodrow  Colon,Nestle Fab,3,241,723,Cochin,,,Wednesday
12/18/2013,Cassandra  Franklin,Nestle Aero Mint Potz,1,232,232,Delhi,,,Wednesday
12/18/2013,Eric  Rose,Nestle Maxibon Cookie,2,110,220,Mumbai,,,Wednesday
12/18/2013,Austin  Reynolds,Nestle Milky Bar Stick,2,139,278,Kolkata,,,Wednesday
12/18/2013,Salvador  Bass,Nestle Aero Mint Potz,1,424,424,Goa,,,Wednesday
12/18/2013,Ellen  Weaver,Nestle Kit Kat Cone,1,365,365,Hyderabad,,,Wednesday
12/18/2013,Ben  Perez,Nestle Aero Mint Potz,2,111,222,Goa,,,Wednesday
12/18/2013,Jenny  Garcia,Nestle Fab,7,485,3395,Shimla,,,Wednesday
12/18/2013,Austin  Reynolds,Nestle Rolo Potz,2,299,598,Kolkata,,,Wednesday
12/18/2013,Cassandra  Franklin,Nestle Smarties Pop-Up,2,149,298,Delhi,,,Wednesday
12/18/2013,Kyle  Carr,Nestle Aero Mint Potz,2,407,814,Delhi,,,Wednesday
12/18/2013,Blake  Bridges,Nestle Rowntree Screamers,3,311,933,Cochin,,,Wednesday
12/18/2013,Ivan  Adkins,Nestle Fab,1,438,438,Mumbai,,,Wednesday
12/18/2013,Felicia  Jennings,Nestle Kit Kat Cone,4,411,1644,Pune,,,Wednesday
12/18/2013,Drew  Rogers,Nestle Milky Bar Stick,3,181,543,Delhi,,,Wednesday
12/18/2013,Shari  Silva,Nestle Rowntree Fruit Pastil,3,205,615,Mysore,,,Wednesday
12/18/2013,Iris  Underwood,Nestle Smarties Pop-Up,2,147,294,Pune,,,Wednesday
12/18/2013,Dan  Peterson,Nestle Milky Bar Stick,1,237,237,Shimla,,,Wednesday
12/18/2013,Woodrow  Colon,Nestle Rowntree Fruit Pastil,3,331,993,Cochin,,,Wednesday
12/18/2013,Joey  Wong,Nestle Maxibon Cookie,3,489,1467,Goa,,,Wednesday
12/18/2013,Lula  Daniels,Nestle Rowntree Fruit Pastil,2,391,782,Nainital,,,Wednesday
12/18/2013,Colleen  Warren,Nestle Smarties Pop-Up,3,474,1422,Ahmedabad,,,Wednesday
12/18/2013,Shari  Silva,Nestle Toffee Crumble,2,168,336,Mysore,,,Wednesday
12/18/2013,Joey  Wong,Nestle Milky Bar Stick,3,405,1215,Goa,,,Wednesday
12/18/2013,Johanna  Boone,Nestle Smarties Pop-Up,3,225,675,Mysore,,,Wednesday
12/18/2013,Donna  Reid,Nestle Rowntree Fruit Pastil,2,437,874,Goa,,,Wednesday
12/18/2013,Andrew  Meyer,Nestle Rowntree Screamers,5,173,865,Mumbai,,,Wednesday
12/18/2013,Cindy  Becker,Nestle Rolo Potz,2,448,896,Bangalore,,,Wednesday
12/18/2013,Marian  Hill,Nestle Milky Bar Stick,1,451,451,Trivandrum,,,Wednesday
12/18/2013,Ellen  Weaver,Nestle Aero Mint Potz,3,140,420,Hyderabad,,,Wednesday
12/18/2013,Cindy  Becker,Nestle Aero Mint Potz,10,303,3030,Bangalore,,,Wednesday
12/18/2013,Brooke  Horton,Nestle Smarties Pop-Up,1,248,248,Nainital,,,Wednesday
12/18/2013,Elvira  Bowman,Nestle Rowntree Screamers,3,111,333,Srinagar,,,Wednesday
12/18/2013,Brooke  Horton,Nestle Nobbly Bobbly,3,308,924,Nainital,,,Wednesday
12/18/2013,Max  Rodgers,Nestle Maxibon Cookie,3,461,1383,Nagpur,,,Wednesday
12/18/2013,Shari  Silva,Nestle Milky Bar Stick,3,450,1350,Mysore,,,Wednesday
12/18/2013,Isabel  Cross,Nestle Milky Bar Stick,2,347,694,Ranchi,,,Wednesday
12/18/2013,Jaime  Pearson,Nestle Rolo Potz,1,211,211,Jodhpur,,,Wednesday
12/18/2013,Ernest  Davis,Nestle Milky Bar Stick,2,395,790,Mumbai,,,Wednesday
12/18/2013,Shari  Silva,Nestle Aero Mint Potz,6,493,2958,Mysore,,,Wednesday
12/18/2013,Della  Jensen,Nestle Nobbly Bobbly,3,185,555,Patna,,,Wednesday
12/18/2013,Austin  Reynolds,Nestle Fab,2,194,388,Kolkata,,,Wednesday
12/18/2013,Shari  Silva,Nestle Rowntree Fruit Pastil,1,301,301,Mysore,,,Wednesday
12/18/2013,Felicia  Jennings,Nestle Kit Kat Cone,2,414,828,Pune,,,Wednesday
12/18/2013,Paulette  Spencer,Nestle Milky Bar Stick,3,124,372,Hyderabad,,,Wednesday
12/18/2013,Drew  Rogers,Nestle Fab,1,146,146,Delhi,,,Wednesday
12/18/2013,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,229,458,Nainital,,,Wednesday
12/18/2013,Drew  Rogers,Nestle Smarties Pop-Up,3,209,627,Delhi,,,Wednesday
12/18/2013,Austin  Reynolds,Nestle Aero Mint Potz,3,166,498,Kolkata,,,Wednesday
12/18/2013,Shari  Silva,Nestle Rowntree Fruit Pastil,3,368,1104,Mysore,,,Wednesday
12/18/2013,Arturo  Francis,Nestle Toffee Crumble,2,332,664,Ranchi,,,Wednesday
12/18/2013,Max  Rodgers,Nestle Fab,3,210,630,Nagpur,,,Wednesday
12/19/2013,Nellie  Joseph,Nestle Kit Kat Cone,3,246,738,Patna,,,Thursday
12/19/2013,Willie  Vega,Nestle Aero Mint Potz,15,384,5760,Delhi,,,Thursday
12/19/2013,Cindy  Becker,Nestle Fab,3,374,1122,Bangalore,,,Thursday
12/19/2013,Bethany  Pena,Nestle Fab,2,452,904,Nagpur,,,Thursday
12/19/2013,Sonya  Mullins,Nestle Rowntree Fruit Pastil,2,206,412,Kolkata,,,Thursday
12/19/2013,Paulette  Spencer,Nestle Smarties Pop-Up,2,211,422,Hyderabad,,,Thursday
12/19/2013,Trevor  Jones,Nestle Rowntree Fruit Pastil,3,419,1257,Pune,,,Thursday
12/19/2013,Della  Jensen,Nestle Rowntree Fruit Pastil,3,367,1101,Patna,,,Thursday
12/19/2013,Sandra  Floyd,Nestle Aero Mint Potz,1,281,281,Nainital,,,Thursday
12/19/2013,Drew  Rogers,Nestle Toffee Crumble,3,334,1002,Delhi,,,Thursday
12/19/2013,Christy  Olson,Nestle Kit Kat Cone,1,178,178,Surat,,,Thursday
12/19/2013,Shari  Silva,Nestle Milky Bar Stick,2,292,584,Mysore,,,Thursday
12/19/2013,Ruben  Nunez,Nestle Milky Bar Stick,2,381,762,Ahmedabad,,,Thursday
12/19/2013,Ernest  Davis,Nestle Aero Mint Potz,1,475,475,Mumbai,,,Thursday
12/19/2013,Nellie  Joseph,Nestle Rowntree Screamers,1,383,383,Patna,,,Thursday
12/19/2013,Lance  Yates,Nestle Milky Bar Stick,3,400,1200,Srinagar,,,Thursday
12/19/2013,Sonya  Mullins,Nestle Rolo Potz,3,407,1221,Kolkata,,,Thursday
12/19/2013,Joey  Wong,Nestle Smarties Pop-Up,2,218,436,Goa,,,Thursday
12/19/2013,Shari  Silva,Nestle Rowntree Screamers,15,432,6480,Mysore,,,Thursday
12/19/2013,Nellie  Joseph,Nestle Maxibon Cookie,1,342,342,Patna,,,Thursday
12/19/2013,Elbert  Klein,Nestle Smarties Pop-Up,1,167,167,Cochin,,,Thursday
12/19/2013,Ernest  Davis,Nestle Kit Kat Cone,3,201,603,Mumbai,,,Thursday
12/19/2013,Donna  Reid,Nestle Rowntree Fruit Pastil,2,110,220,Goa,,,Thursday
12/19/2013,Colleen  Warren,Nestle Toffee Crumble,1,479,479,Ahmedabad,,,Thursday
12/19/2013,Pauline  Beck,Nestle Smarties Pop-Up,3,256,768,Pune,,,Thursday
12/19/2013,Billie  Chandler,Nestle Rowntree Fruit Pastil,2,491,982,Surat,,,Thursday
12/19/2013,Bobbie  Ryan,Nestle Aero Mint Potz,2,176,352,Darjeeling,,,Thursday
12/19/2013,Drew  Rogers,Nestle Rowntree Fruit Pastil,3,110,330,Delhi,,,Thursday
12/19/2013,Sylvester  Morales,Nestle Toffee Crumble,2,460,920,Mumbai,,,Thursday
12/19/2013,Salvador  Bass,Nestle Milky Bar Stick,3,247,741,Goa,,,Thursday
12/19/2013,Beth  Tucker,Nestle Toffee Crumble,4,222,888,Pune,,,Thursday
12/19/2013,Max  Rodgers,Nestle Fab,2,475,950,Nagpur,,,Thursday
12/19/2013,Colleen  Warren,Nestle Nobbly Bobbly,18,181,3258,Ahmedabad,,,Thursday
12/19/2013,Allan  Ramos,Nestle Rowntree Screamers,16,456,7296,Jodhpur,,,Thursday
12/19/2013,Mable  Lindsey,Nestle Milky Bar Stick,3,365,1095,Ahmedabad,,,Thursday
12/19/2013,Kyle  Carr,Nestle Aero Mint Potz,3,114,342,Delhi,,,Thursday
12/19/2013,Isabel  Cross,Nestle Milky Bar Stick,4,455,1820,Ranchi,,,Thursday
12/19/2013,Della  Jensen,Nestle Toffee Crumble,3,214,642,Patna,,,Thursday
12/19/2013,Ernest  Davis,Nestle Milky Bar Stick,3,235,705,Mumbai,,,Thursday
12/19/2013,Beth  Tucker,Nestle Toffee Crumble,1,223,223,Pune,,,Thursday
12/19/2013,Jaime  Pearson,Nestle Smarties Pop-Up,2,459,918,Jodhpur,,,Thursday
12/19/2013,Max  Rodgers,Nestle Fab,1,459,459,Nagpur,,,Thursday
12/19/2013,Drew  Rogers,Nestle Smarties Pop-Up,3,368,1104,Delhi,,,Thursday
12/19/2013,Tiffany  May,Nestle Milky Bar Stick,3,301,903,Agra,,,Thursday
12/19/2013,Edwin  Malone,Nestle Rowntree Fruit Pastil,1,449,449,Kolkata,,,Thursday
12/19/2013,Lynette  Brewer,Nestle Smarties Pop-Up,2,181,362,Varanasi,,,Thursday
12/19/2013,Bethany  Pena,Nestle Kit Kat Cone,3,198,594,Nagpur,,,Thursday
12/19/2013,Mable  Lindsey,Nestle Toffee Crumble,2,479,958,Ahmedabad,,,Thursday
12/19/2013,Isabel  Cross,Nestle Milky Bar Stick,3,420,1260,Ranchi,,,Thursday
12/19/2013,Bethany  Pena,Nestle Nobbly Bobbly,3,133,399,Nagpur,,,Thursday
12/19/2013,Elvira  Bowman,Nestle Rolo Potz,12,229,2748,Srinagar,,,Thursday
12/19/2013,Iris  Underwood,Nestle Toffee Crumble,16,397,6352,Pune,,,Thursday
12/19/2013,Don  Gonzales,Nestle Rowntree Fruit Pastil,3,432,1296,Mysore,,,Thursday
12/19/2013,Billie  Chandler,Nestle Aero Mint Potz,2,340,680,Surat,,,Thursday
12/19/2013,Bernadette  Page,Nestle Maxibon Cookie,1,198,198,Delhi,,,Thursday
12/19/2013,Elvira  Bowman,Nestle Rolo Potz,2,342,684,Srinagar,,,Thursday
12/19/2013,Lance  Yates,Nestle Toffee Crumble,3,188,564,Srinagar,,,Thursday
12/19/2013,Blake  Bridges,Nestle Rolo Potz,3,225,675,Cochin,,,Thursday
12/19/2013,Isabel  Cross,Nestle Smarties Pop-Up,1,466,466,Ranchi,,,Thursday
12/19/2013,Beth  Tucker,Nestle Toffee Crumble,2,220,440,Pune,,,Thursday
12/19/2013,Cindy  Becker,Nestle Rowntree Fruit Pastil,1,358,358,Bangalore,,,Thursday
12/19/2013,Trevor  Jones,Nestle Aero Mint Potz,2,242,484,Pune,,,Thursday
12/19/2013,Marian  Hill,Nestle Rowntree Fruit Pastil,3,402,1206,Trivandrum,,,Thursday
12/19/2013,Salvador  Bass,Nestle Aero Mint Potz,2,479,958,Goa,,,Thursday
12/19/2013,Tracy  Reed,Nestle Aero Mint Potz,2,341,682,Agra,,,Thursday
12/19/2013,Blake  Bridges,Nestle Fab,3,144,432,Cochin,,,Thursday
12/19/2013,Ernest  Davis,Nestle Maxibon Cookie,3,413,1239,Mumbai,,,Thursday
12/20/2013,Tracy  Reed,Nestle Rolo Potz,3,209,627,Agra,,,Friday
12/20/2013,Salvador  Bass,Nestle Rowntree Fruit Pastil,2,317,634,Goa,,,Friday
12/20/2013,Edwin  Malone,Nestle Rowntree Fruit Pastil,1,500,500,Kolkata,,,Friday
12/20/2013,Arturo  Francis,Nestle Smarties Pop-Up,2,337,674,Ranchi,,,Friday
12/20/2013,Ivan  Adkins,Nestle Toffee Crumble,3,395,1185,Mumbai,,,Friday
12/20/2013,Ruben  Nunez,Nestle Toffee Crumble,3,183,549,Ahmedabad,,,Friday
12/20/2013,Christina  Fuller,Nestle Milky Bar Stick,15,429,6435,Nagpur,,,Friday
12/20/2013,Brooke  Horton,Nestle Smarties Pop-Up,2,476,952,Nainital,,,Friday
12/20/2013,Cassandra  Franklin,Nestle Milky Bar Stick,2,376,752,Delhi,,,Friday
12/20/2013,Elbert  Klein,Nestle Fab,1,455,455,Cochin,,,Friday
12/20/2013,Max  Rodgers,Nestle Smarties Pop-Up,3,342,1026,Nagpur,,,Friday
12/20/2013,Carla  Mccormick,Nestle Toffee Crumble,2,455,910,Varanasi,,,Friday
12/20/2013,Charlie  Wood,Nestle Fab,4,455,1820,Agra,,,Friday
12/20/2013,Lance  Yates,Nestle Rolo Potz,2,106,212,Srinagar,,,Friday
12/20/2013,Bobbie  Ryan,Nestle Toffee Crumble,2,368,736,Darjeeling,,,Friday
12/20/2013,Rachel  Gomez,Nestle Milky Bar Stick,3,165,495,Delhi,,,Friday
12/20/2013,Lynette  Brewer,Nestle Maxibon Cookie,1,355,355,Varanasi,,,Friday
12/20/2013,Della  Jensen,Nestle Rolo Potz,3,429,1287,Patna,,,Friday
12/20/2013,Max  Rodgers,Nestle Toffee Crumble,3,175,525,Nagpur,,,Friday
12/20/2013,Donna  Reid,Nestle Rowntree Fruit Pastil,7,494,3458,Goa,,,Friday
12/20/2013,Dan  Peterson,Nestle Rowntree Fruit Pastil,3,150,450,Shimla,,,Friday
12/20/2013,Bethany  Pena,Nestle Rowntree Fruit Pastil,2,410,820,Nagpur,,,Friday
12/20/2013,Drew  Rogers,Nestle Aero Mint Potz,2,393,786,Delhi,,,Friday
12/20/2013,Elvira  Bowman,Nestle Aero Mint Potz,2,282,564,Srinagar,,,Friday
12/20/2013,Ernest  Davis,Nestle Smarties Pop-Up,1,343,343,Mumbai,,,Friday
12/20/2013,Elbert  Klein,Nestle Milky Bar Stick,2,463,926,Cochin,,,Friday
12/20/2013,Tiffany  May,Nestle Smarties Pop-Up,1,456,456,Agra,,,Friday
12/20/2013,Della  Jensen,Nestle Aero Mint Potz,4,358,1432,Patna,,,Friday
12/20/2013,Guillermo  Potter,Nestle Kit Kat Cone,3,416,1248,Nainital,,,Friday
12/20/2013,Cecilia  Manning,Nestle Fab,1,178,178,Trivandrum,,,Friday
12/20/2013,Ruben  Nunez,Nestle Rowntree Fruit Pastil,1,260,260,Ahmedabad,,,Friday
12/20/2013,Max  Rodgers,Nestle Milky Bar Stick,4,198,792,Nagpur,,,Friday
12/20/2013,Max  Rodgers,Nestle Fab,12,462,5544,Nagpur,,,Friday
12/20/2013,Charlie  Wood,Nestle Smarties Pop-Up,1,463,463,Agra,,,Friday
12/20/2013,Charlie  Wood,Nestle Rowntree Fruit Pastil,2,194,388,Agra,,,Friday
12/20/2013,Rachel  Gomez,Nestle Kit Kat Cone,1,349,349,Delhi,,,Friday
12/20/2013,Rachel  Gomez,Nestle Smarties Pop-Up,2,310,620,Delhi,,,Friday
12/20/2013,Rachel  Gomez,Nestle Smarties Pop-Up,1,389,389,Delhi,,,Friday
12/20/2013,Kyle  Carr,Nestle Smarties Pop-Up,3,303,909,Delhi,,,Friday
12/20/2013,Paulette  Spencer,Nestle Fab,1,301,301,Hyderabad,,,Friday
12/20/2013,Shari  Silva,Nestle Toffee Crumble,2,118,236,Mysore,,,Friday
12/20/2013,Salvador  Bass,Nestle Fab,2,456,912,Goa,,,Friday
12/20/2013,Sandra  Floyd,Nestle Smarties Pop-Up,2,157,314,Nainital,,,Friday
12/20/2013,Don  Gonzales,Nestle Milky Bar Stick,2,136,272,Mysore,,,Friday
12/20/2013,Shari  Silva,Nestle Rolo Potz,1,188,188,Mysore,,,Friday
12/20/2013,Jenny  Garcia,Nestle Fab,4,277,1108,Shimla,,,Friday
12/20/2013,Rachel  Gomez,Nestle Smarties Pop-Up,25,101,2525,Delhi,,,Friday
12/20/2013,Blake  Bridges,Nestle Kit Kat Cone,3,188,564,Cochin,,,Friday
12/20/2013,Brooke  Horton,Nestle Smarties Pop-Up,3,439,1317,Nainital,,,Friday
12/20/2013,Andrew  Meyer,Nestle Maxibon Cookie,2,420,840,Mumbai,,,Friday
12/20/2013,Max  Rodgers,Nestle Rowntree Fruit Pastil,2,468,936,Nagpur,,,Friday
12/20/2013,Rachel  Gomez,Nestle Smarties Pop-Up,4,267,1068,Delhi,,,Friday
12/20/2013,Robert  Munoz,Nestle Smarties Pop-Up,1,496,496,Delhi,,,Friday
12/20/2013,Tiffany  May,Nestle Fab,2,440,880,Agra,,,Friday
12/21/2013,Sonya  Mullins,Nestle Smarties Pop-Up,1,248,248,Kolkata,,,Saturday
12/21/2013,Della  Jensen,Nestle Kit Kat Cone,2,286,572,Patna,,,Saturday
12/21/2013,Joey  Wong,Nestle Kit Kat Cone,3,456,1368,Goa,,,Saturday
12/21/2013,Edwin  Malone,Nestle Fab,3,179,537,Kolkata,,,Saturday
12/21/2013,Lorraine  Gibson,Nestle Smarties Pop-Up,2,349,698,Kolkata,,,Saturday
12/21/2013,Mable  Lindsey,Nestle Toffee Crumble,3,372,1116,Ahmedabad,,,Saturday
12/21/2013,Shari  Silva,Nestle Milky Bar Stick,3,411,1233,Mysore,,,Saturday
12/21/2013,Isabel  Cross,Nestle Rowntree Fruit Pastil,1,401,401,Ranchi,,,Saturday
12/21/2013,Bobbie  Ryan,Nestle Rolo Potz,1,107,107,Darjeeling,,,Saturday
12/21/2013,Elbert  Klein,Nestle Toffee Crumble,1,415,415,Cochin,,,Saturday
12/21/2013,Trevor  Jones,Nestle Rolo Potz,4,173,692,Pune,,,Saturday
12/21/2013,Felicia  Jennings,Nestle Milky Bar Stick,2,143,286,Pune,,,Saturday
12/21/2013,Ruben  Nunez,Nestle Toffee Crumble,2,286,572,Ahmedabad,,,Saturday
12/21/2013,Iris  Underwood,Nestle Toffee Crumble,2,243,486,Pune,,,Saturday
12/21/2013,Billie  Chandler,Nestle Rolo Potz,3,111,333,Surat,,,Saturday
12/21/2013,Rachel  Gomez,Nestle Rowntree Screamers,2,344,688,Delhi,,,Saturday
12/21/2013,Carla  Mccormick,Nestle Aero Mint Potz,3,314,942,Varanasi,,,Saturday
12/21/2013,Sonya  Mullins,Nestle Nobbly Bobbly,1,349,349,Kolkata,,,Saturday
12/21/2013,Don  Gonzales,Nestle Rolo Potz,21,179,3759,Mysore,,,Saturday
12/21/2013,Max  Rodgers,Nestle Toffee Crumble,2,225,450,Nagpur,,,Saturday
12/21/2013,Bobbie  Ryan,Nestle Toffee Crumble,3,130,390,Darjeeling,,,Saturday
12/21/2013,Bethany  Pena,Nestle Smarties Pop-Up,1,367,367,Nagpur,,,Saturday
12/21/2013,Eric  Rose,Nestle Milky Bar Stick,2,390,780,Mumbai,,,Saturday
12/21/2013,Iris  Underwood,Nestle Fab,2,328,656,Pune,,,Saturday
12/21/2013,Beth  Tucker,Nestle Milky Bar Stick,2,121,242,Pune,,,Saturday
12/21/2013,Robert  Munoz,Nestle Rowntree Fruit Pastil,2,186,372,Delhi,,,Saturday
12/21/2013,Shari  Silva,Nestle Milky Bar Stick,1,488,488,Mysore,,,Saturday
12/21/2013,Bobbie  Ryan,Nestle Maxibon Cookie,1,311,311,Darjeeling,,,Saturday
12/21/2013,Arturo  Francis,Nestle Kit Kat Cone,1,396,396,Ranchi,,,Saturday
12/21/2013,Salvador  Bass,Nestle Toffee Crumble,9,459,4131,Goa,,,Saturday
12/21/2013,Ruben  Nunez,Nestle Milky Bar Stick,1,181,181,Ahmedabad,,,Saturday
12/21/2013,Cindy  Becker,Nestle Smarties Pop-Up,1,206,206,Bangalore,,,Saturday
12/21/2013,Johanna  Boone,Nestle Smarties Pop-Up,3,249,747,Mysore,,,Saturday
12/21/2013,Tiffany  May,Nestle Nobbly Bobbly,2,478,956,Agra,,,Saturday
12/21/2013,Cassandra  Franklin,Nestle Milky Bar Stick,2,218,436,Delhi,,,Saturday
12/21/2013,Sonya  Mullins,Nestle Milky Bar Stick,2,122,244,Kolkata,,,Saturday
12/21/2013,Trevor  Jones,Nestle Fab,2,444,888,Pune,,,Saturday
12/21/2013,Ernest  Davis,Nestle Aero Mint Potz,3,153,459,Mumbai,,,Saturday
12/21/2013,Sylvester  Morales,Nestle Smarties Pop-Up,2,325,650,Mumbai,,,Saturday
12/21/2013,Cindy  Becker,Nestle Smarties Pop-Up,3,229,687,Bangalore,,,Saturday
12/21/2013,Donna  Reid,Nestle Fab,4,375,1500,Goa,,,Saturday
12/21/2013,Patty  Thompson,Nestle Aero Mint Potz,2,412,824,Mumbai,,,Saturday
12/21/2013,Mable  Lindsey,Nestle Rowntree Fruit Pastil,3,304,912,Ahmedabad,,,Saturday
12/21/2013,Della  Jensen,Nestle Rowntree Fruit Pastil,2,446,892,Patna,,,Saturday
12/21/2013,Jenny  Garcia,Nestle Rowntree Fruit Pastil,3,407,1221,Shimla,,,Saturday
12/21/2013,Don  Gonzales,Nestle Smarties Pop-Up,3,365,1095,Mysore,,,Saturday
12/21/2013,Rachel  Gomez,Nestle Smarties Pop-Up,1,489,489,Delhi,,,Saturday
12/21/2013,Robert  Munoz,Nestle Nobbly Bobbly,3,239,717,Delhi,,,Saturday
12/21/2013,Ben  Perez,Nestle Fab,15,341,5115,Goa,,,Saturday
12/21/2013,Rachel  Gomez,Nestle Smarties Pop-Up,2,487,974,Delhi,,,Saturday
12/21/2013,Herman  Williams,Nestle Smarties Pop-Up,6,383,2298,Darjeeling,,,Saturday
12/21/2013,Cindy  Becker,Nestle Maxibon Cookie,7,459,3213,Bangalore,,,Saturday
12/21/2013,Cindy  Becker,Nestle Smarties Pop-Up,1,200,200,Bangalore,,,Saturday
12/22/2013,Shari  Silva,Nestle Aero Mint Potz,20,431,8620,Mysore,,,Sunday
12/22/2013,Cecilia  Manning,Nestle Smarties Pop-Up,1,356,356,Trivandrum,,,Sunday
12/22/2013,Robert  Munoz,Nestle Rolo Potz,4,244,976,Delhi,,,Sunday
12/22/2013,Allan  Ramos,Nestle Aero Mint Potz,2,494,988,Jodhpur,,,Sunday
12/22/2013,Eric  Rose,Nestle Fab,2,290,580,Mumbai,,,Sunday
12/22/2013,Trevor  Jones,Nestle Rowntree Fruit Pastil,2,465,930,Pune,,,Sunday
12/22/2013,Ben  Perez,Nestle Milky Bar Stick,1,137,137,Goa,,,Sunday
12/22/2013,Charlie  Wood,Nestle Kit Kat Cone,3,444,1332,Agra,,,Sunday
12/22/2013,Isabel  Cross,Nestle Smarties Pop-Up,4,119,476,Ranchi,,,Sunday
12/22/2013,Robert  Munoz,Nestle Maxibon Cookie,3,431,1293,Delhi,,,Sunday
12/22/2013,Sonya  Mullins,Nestle Toffee Crumble,1,382,382,Kolkata,,,Sunday
12/22/2013,Marion  Glover,Nestle Aero Mint Potz,2,293,586,Durgapur,,,Sunday
12/22/2013,Salvador  Bass,Nestle Maxibon Cookie,3,113,339,Goa,,,Sunday
12/22/2013,Shari  Silva,Nestle Kit Kat Cone,1,102,102,Mysore,,,Sunday
12/22/2013,Patty  Thompson,Nestle Maxibon Cookie,13,369,4797,Mumbai,,,Sunday
12/22/2013,Woodrow  Colon,Nestle Maxibon Cookie,3,301,903,Cochin,,,Sunday
12/22/2013,Christina  Fuller,Nestle Nobbly Bobbly,2,162,324,Nagpur,,,Sunday
12/22/2013,Nellie  Joseph,Nestle Maxibon Cookie,2,290,580,Patna,,,Sunday
12/22/2013,Della  Jensen,Nestle Maxibon Cookie,3,107,321,Patna,,,Sunday
12/22/2013,Lynette  Brewer,Nestle Smarties Pop-Up,1,317,317,Varanasi,,,Sunday
12/22/2013,Trevor  Jones,Nestle Rowntree Fruit Pastil,3,483,1449,Pune,,,Sunday
12/22/2013,Bernadette  Page,Nestle Maxibon Cookie,1,355,355,Delhi,,,Sunday
12/22/2013,Ruben  Nunez,Nestle Rowntree Fruit Pastil,1,444,444,Ahmedabad,,,Sunday
12/22/2013,Drew  Rogers,Nestle Aero Mint Potz,3,344,1032,Delhi,,,Sunday
12/22/2013,Lee  Mack,Nestle Milky Bar Stick,1,307,307,Delhi,,,Sunday
12/22/2013,Iris  Underwood,Nestle Milky Bar Stick,25,224,5600,Pune,,,Sunday
12/22/2013,Ivan  Adkins,Nestle Milky Bar Stick,2,332,664,Mumbai,,,Sunday
12/22/2013,Shari  Silva,Nestle Milky Bar Stick,2,122,244,Mysore,,,Sunday
12/22/2013,Edwin  Malone,Nestle Rowntree Fruit Pastil,4,148,592,Kolkata,,,Sunday
12/22/2013,Woodrow  Colon,Nestle Rolo Potz,3,171,513,Cochin,,,Sunday
